DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK
"Mon, 08 May 2017 00:00:00 -0400",Publix,Publix Deli Artichoke and Spinach Dip,foreign objects-small glass fragments,Publix Super Markets,https://www.fda.gov/Safety/Recalls/ucm557582.htm,
"Fri, 05 May 2017 00:00:00 -0400",Quality Nut Co.,"Milk chocolate peanuts, chocolate peanuts, trail mix, sweet and spicy mix","Undeclared Milk, Soy, or Wheat",Quality Nut Co.,https://www.fda.gov/Safety/Recalls/ucm557584.htm,
"Fri, 05 May 2017 00:00:00 -0400",Smallbatch,Dog and cat food,Salmonella,Smallbatch Pets Inc.,https://www.fda.gov/Safety/Recalls/ucm557128.htm,
"Fri, 05 May 2017 00:00:00 -0400",GEC Laxoplex,Marketed as a dietary supplement,Presence of anabolic steroids,Genetic Edge Compounds,https://www.fda.gov/Safety/Recalls/ucm557125.htm,
"Fri, 05 May 2017 00:00:00 -0400","Aunt Jemima, Hungry Man","Pancakes, waffles, toast",Listeria monocytogenes,"Pinnacle Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm557098.htm,
"Thu, 04 May 2017 12:29:00 -0400",Ellyndale Nutty Infusion,Cashew Butter,Listeria monocytogenes,"NOW Health Group, Inc.",https://www.fda.gov/Safety/Recalls/ucm556745.htm,
"Thu, 04 May 2017 00:00:00 -0400",U.S. Deer Antler Ex. &amp; Imp,Tea,Clostridium botulinum,U.S. Deer Antler Ex. &amp; Imp,https://www.fda.gov/Safety/Recalls/ucm556526.htm,
"Thu, 04 May 2017 00:00:00 -0400",Ben &amp; Jerry’s,Ice Cream,Undeclared peanut,Unilever,https://www.fda.gov/Safety/Recalls/ucm557000.htm,
"Wed, 03 May 2017 17:58:00 -0400",Tropic Fish Hawaii,Raw tuna,Hepatitis A,"Tropic Fish Hawaii, LLC",https://www.fda.gov/Safety/Recalls/ucm556597.htm,
"Wed, 03 May 2017 14:25:00 -0400",Wingman35,Catheters,Tip splitting or separation,ReFlow Medical,https://www.fda.gov/Safety/Recalls/ucm556525.htm,
"Mon, 01 May 2017 00:00:00 -0400",Herbalife,Protein Bar,Undeclared fish,Herbalife International of America,https://www.fda.gov/Safety/Recalls/ucm557001.htm,
"Thu, 27 Apr 2017 23:16:00 -0400",Whole Foods Market,Cold pressed apple juice,Undeclared cashew,Urban Remedy,https://www.fda.gov/Safety/Recalls/ucm555743.htm,
"Thu, 27 Apr 2017 00:00:00 -0400",Organic Veda,Ginger Powder,Salmonella,Lord Organics,https://www.fda.gov/Safety/Recalls/ucm555723.htm,
"Wed, 26 Apr 2017 17:00:00 -0400",Farming Fish,Organic Basil Pesto,May be contaminated with Listeria monocytogenes.,Local Bounty,https://www.fda.gov/Safety/Recalls/ucm555399.htm,
"Wed, 26 Apr 2017 00:00:00 -0400",Wegmans,O’Brien frozen hash browns,May be contaminated with extraneous golf ball materials.,"McCain Foods USA, Inc.",https://www.fda.gov/Safety/Recalls/ucm555385.htm,
"Wed, 26 Apr 2017 00:00:00 -0400",Homemade Gourmet,Dip Trio Mix,Salmonella,"Phoenix Food, LLC",https://www.fda.gov/Safety/Recalls/ucm555645.htm,
"Mon, 24 Apr 2017 19:43:00 -0400",Cocolicious,Beef &amp; Turkey Dog Food,Presence of pentobarbital,Party Animal,https://www.fda.gov/Safety/Recalls/ucm554771.htm,
"Mon, 24 Apr 2017 08:07:00 -0400",Soylent,1.8 Powder,Undeclared Milk,Soylent,https://www.fda.gov/Safety/Recalls/ucm554489.htm,
"Fri, 21 Apr 2017 21:48:00 -0400",Hummingbird,Organic Cocoa-Dusted Chocolate Ginger,Undeclared Hazelnuts,Hummingbird Wholesale,https://www.fda.gov/Safety/Recalls/ucm554455.htm,
"Fri, 21 Apr 2017 21:16:00 -0400",Roundy’s Brand and Harris Teeter Brand,Frozen hash browns,May be contaminated with extraneous golf ball materials.,"McCain Foods USA, Inc.",https://www.fda.gov/Safety/Recalls/ucm554452.htm,
"Fri, 21 Apr 2017 20:00:00 -0400",Lays and Miss Vickie’s,Jalapeno Flavored Kettle Cooked Potato Chips,Salmonella,Frito-Lay,https://www.fda.gov/Safety/Recalls/ucm554447.htm,
"Fri, 21 Apr 2017 18:34:00 -0400","Hospira, Inc.","25% Dextrose Injection, USP (Infant)",Particulate matter (human hair),"Hospira, Inc.",https://www.fda.gov/Safety/Recalls/ucm554446.htm,
"Fri, 21 Apr 2017 12:15:00 -0400","C.O. Truxton, Inc.","Phenobarbital Tablets, USP, 15 mg",Product may contain 30 mg tablets,"C.O. Truxton, Inc.",https://www.fda.gov/Safety/Recalls/ucm554329.htm,
"Thu, 20 Apr 2017 00:00:00 -0400",H-E-B and Hill Country Fare,Sandwich Bread,Foreign Object (rubber),H-E-B,https://www.fda.gov/Safety/Recalls/ucm554393.htm,
"Tue, 18 Apr 2017 20:23:00 -0400",La Granja INC,Mango Flavored Ice cream,Salmonella Enteritidis,La Granja INC,https://www.fda.gov/Safety/Recalls/ucm553647.htm,
"Tue, 18 Apr 2017 19:18:00 -0400","Uproar, Cummor, Zrect, Monkey Business and others",Dietary Supplement,Unapproved new drug,"Organic Herbal Supply, Inc.",https://www.fda.gov/Safety/Recalls/ucm553631.htm,
"Tue, 18 Apr 2017 00:00:00 -0400",HVAD,System Controller,Safety issues that can lead to injury or death,Medtronic,https://www.fda.gov/Safety/Recalls/ucm555872.htm,
"Mon, 17 Apr 2017 16:53:00 -0400",Beyond Meat,Feisty Crumbles,Undeclared peanuts,Beyond Meat,https://www.fda.gov/Safety/Recalls/ucm553394.htm,
"Sat, 15 Apr 2017 00:00:00 -0400",N/A,Decorated (iced) cookies,Undeclared eggs,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm553137.htm,
"Fri, 14 Apr 2017 15:09:00 -0400",The Bakery,Peanut Butter Chocolate Chunk  Cookies,Undeclared Milk,Jimmy’s Cookies LLC,https://www.fda.gov/Safety/Recalls/ucm553355.htm,
"Fri, 14 Apr 2017 13:11:00 -0400",N/A,Almond Drinking Powder,Undeclared peanut,"Feng Mao Biotechnology Organic Food Co., LTD.",https://www.fda.gov/Safety/Recalls/ucm553074.htm,
"Fri, 14 Apr 2017 00:00:00 -0400",TPF,Lemongrass Satay; and Shrimp Satay Sauces,May contain Clostridium Botulinum,"TP Food Processing, Inc.",https://www.fda.gov/Safety/Recalls/ucm553395.htm,
"Thu, 13 Apr 2017 20:13:00 -0400",Hyland&#39;s,Baby teething tablets and Nightime teething tablets,Contains inconsistent amounts of belladonna alkaloids,Standard Homeopathic Company,https://www.fda.gov/Safety/Recalls/ucm552934.htm,
"Thu, 13 Apr 2017 00:00:00 -0400",7-Eleven,Caesar Salad,"Undeclared milk, egg, wheat and fish (anchovies)",Choice Farms LLC,https://www.fda.gov/Safety/Recalls/ucm552949.htm,
"Wed, 12 Apr 2017 19:16:00 -0400",The Smokehouse of NY,Smoked Fish,Listeria monocytogenes,The Smokehouse of NY,https://www.fda.gov/Safety/Recalls/ucm552764.htm,
"Tue, 11 Apr 2017 17:29:00 -0400",Season&#39;s Choice,Sweet Peas,Listeria monocytogenes,"Lakeside Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm552422.htm,
"Tue, 11 Apr 2017 17:14:00 -0400",H.E.B,Pomegranate Infused Cranberries Covered in Dark Chocolate,Undeclared Almonds,Nassau Candy Distributors,https://www.fda.gov/Safety/Recalls/ucm552417.htm,
"Mon, 10 Apr 2017 00:00:00 -0400",Oberlander,Chocolate Kokosh Cake,Undeclared Almonds,Orthodox Baking Co,https://www.fda.gov/Safety/Recalls/ucm552119.htm,
"Mon, 10 Apr 2017 00:00:00 -0400",Whole Foods Market,Yogurt and Granola Parfaits,Undeclared Almonds,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm551790.htm,
"Sat, 08 Apr 2017 18:08:00 -0400",Marketside,Organic Spring Mix,Potential to contain bat body parts (minimal risk of potential rabies contamination),Fresh Express,https://www.fda.gov/Safety/Recalls/ucm551649.htm,
"Thu, 06 Apr 2017 18:36:00 -0400",StrataMR,StrataMR adjustable valves and shunts.,Potential for under-drainage of cerebrospinal fluid,Medtronic,https://www.fda.gov/Safety/Recalls/ucm551646.htm,
"Thu, 06 Apr 2017 14:40:00 -0400",Isomeric Pharmacy Solutions,Multiple compounded sterile products,Concerns of lack of sterility assurance,Isomeric Pharmacy Solutions,https://www.fda.gov/Safety/Recalls/ucm551281.htm,
"Wed, 05 Apr 2017 09:28:00 -0400",Newport,Newport HT70 and Newport HT70 Plus ventilators,"Potential ventilator may reset spontaneously during normal operation, without an accompanying alarm",Medtronic,https://www.fda.gov/Safety/Recalls/ucm550870.htm,
"Tue, 04 Apr 2017 12:55:00 -0400",Clancy’s,Combo snack bag,Undeclared Milk,Olde York,https://www.fda.gov/Safety/Recalls/ucm550673.htm,
"Tue, 04 Apr 2017 00:00:00 -0400",Season’s Choice,Frozen Peas,Listeria monocytogenes,Lakeside Foods,https://www.fda.gov/Safety/Recalls/ucm551132.htm,
"Mon, 03 Apr 2017 00:00:00 -0400",Wegmans,Original Killer Brownies with Pecans,Undeclared Peanuts,"Wegmans Food Markets, Inc.",https://www.fda.gov/Safety/Recalls/ucm550395.htm,
"Sun, 02 Apr 2017 00:00:00 -0400",Hunt’s,Chili Kit,Salmonella,"Conagra Brands, Inc.",https://www.fda.gov/Safety/Recalls/ucm550184.htm,
"Fri, 31 Mar 2017 22:06:00 -0400",Menu Del Sol,Beans &amp; Cheese Burritos,Listeria monocytogenes,Sigma Alimentos Congelados,https://www.fda.gov/Safety/Recalls/ucm550182.htm,
"Fri, 31 Mar 2017 19:24:00 -0400",Reser’s,Description	Macaroni Salad,Undeclared milk and soy,"Reser’s Fine Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm550178.htm,
"Fri, 31 Mar 2017 18:27:00 -0400",Mylan,"EpiPen (epinephrine injection, USP) and EpiPen Jr® (epinephrine injection, USP) Auto-Injectors",Failure to activate the device due to a potential defect,Mylan N.V.,https://www.fda.gov/Safety/Recalls/ucm550173.htm,
"Thu, 30 Mar 2017 10:21:00 -0400",NuGo Slim,Crunchy Peanut Butter nutrition bars,Undeclared Milk,Lifestyle Evolution,https://www.fda.gov/Safety/Recalls/ucm549680.htm,
"Tue, 28 Mar 2017 00:00:00 -0400",LaBri’s Body Health,Dietary Supplement,Unapproved new drug,Envy Me,https://www.fda.gov/Safety/Recalls/ucm549586.htm,
"Mon, 27 Mar 2017 15:31:00 -0400",Whole Foods Market,Banana Chocolate Chip Muffins,Undeclared Walnuts,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm548947.htm,
"Sat, 25 Mar 2017 00:00:00 -0400",Sunshine Bakery,"Cassava cake, mixed nut mooncake","Undeclared peanut, almond, cashews, coconut, and sunflower seeds",Sunshine Bakery,https://www.fda.gov/Safety/Recalls/ucm549255.htm,
"Fri, 24 Mar 2017 13:14:00 -0400",20/20 Life Styles,Yogurt Peanut Crunch protein bar,E. coli O157:H7,Pro Sports Club,https://www.fda.gov/Safety/Recalls/ucm548563.htm,
"Thu, 23 Mar 2017 13:25:00 -0400",ChloroFields,Micro-Greens Asian Mix,Salmonella,ChloroFields,https://www.fda.gov/Safety/Recalls/ucm548250.htm,
"Thu, 23 Mar 2017 00:00:00 -0400",Nuvita,"Plant based superfood 30 shakes, chocolate flavor and vanilla flavor",Undeclared peanuts,Nuvita,https://www.fda.gov/Safety/Recalls/ucm548587.htm,
"Mon, 20 Mar 2017 15:38:00 -0400","Barnsdale Farms®, HoundsTooth® and Mac&#39;s Choice®",Dog treat- Pig Ears,salmonella,EuroCan Manufacturing,https://www.fda.gov/Safety/Recalls/ucm547572.htm,
"Mon, 20 Mar 2017 00:00:00 -0400",Ronzoni,Thin Spaghetti,Undeclared egg,Riviana Foods Inc,https://www.fda.gov/Safety/Recalls/ucm547851.htm,
"Sat, 18 Mar 2017 11:42:00 -0400",Nutiva,Protein shake,Undeclared peanuts,Nutiva,https://www.fda.gov/Safety/Recalls/ucm547338.htm,
"Fri, 17 Mar 2017 21:47:00 -0400","BLUE Wilderness, Rocky Mountain Recipe",Dog food,Contains beef thyroid hormone,Blue Buffalo Company,https://www.fda.gov/Safety/Recalls/ucm547335.htm,
"Fri, 17 Mar 2017 20:47:00 -0400",Wellness,Beef Topper for Dogs,Contains beef thyroid hormone,WellPet LLC,https://www.fda.gov/Safety/Recalls/ucm547333.htm,
"Fri, 17 Mar 2017 00:00:00 -0400",Nabelsi,Thyme,Lead,Aroma Imports Inc.,https://www.fda.gov/Safety/Recalls/ucm547263.htm,
"Thu, 16 Mar 2017 00:00:00 -0400",(no brand name) Edamame,Edamame (Soybeans),Listeria monocytogenes,Advanced Fresh Concepts Franchise Corp.,https://www.fda.gov/Safety/Recalls/ucm547260.htm,
"Tue, 14 Mar 2017 20:06:00 -0400",Dolcetta,Chocolate Candy,Undeclared soy and milk,Dolcetta Artisan Sweets,https://www.fda.gov/Safety/Recalls/ucm546757.htm,
"Mon, 13 Mar 2017 00:00:00 -0400",Vulto Creamery,Cheese,Listeria monocytogenes,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm546358.htm,
"Sat, 11 Mar 2017 12:12:00 -0500",Vulto Creamery,Cheeses,Listeria monocytogenes,Vulto Creamery,https://www.fda.gov/Safety/Recalls/ucm546133.htm,
"Fri, 10 Mar 2017 17:30:00 -0500",Dixie Diners Club,Carb Not Beanit Butter,Escherichia coli O157:H7,The SoyNut Butter Co.,https://www.fda.gov/Safety/Recalls/ucm546130.htm,
"Thu, 09 Mar 2017 14:52:00 -0500",Lidia’s,Marinara Sauce,Undeclared milk,Nonna Foods,https://www.fda.gov/Safety/Recalls/ucm545896.htm,
"Thu, 09 Mar 2017 00:00:00 -0500",7-Select,Mantecada (Muffin),Undeclared milk,BAK-EZ Bakery Company,https://www.fda.gov/Safety/Recalls/ucm545889.htm,
"Thu, 09 Mar 2017 00:00:00 -0500",Regeneca Worldwide,Various herbal and dietary supplements,Not manufactured in compliance with cGMPs,Regeneca Worldwide,https://www.fda.gov/Safety/Recalls/ucm545842.htm,
"Wed, 08 Mar 2017 18:06:00 -0500",Gerber,Cheese Ravioli Pasta Pick-Ups,The egg allergen is missing from the &#39;Contains&quot;&#39;statement,Gerber Products Company,https://www.fda.gov/Safety/Recalls/ucm545747.htm,
"Wed, 08 Mar 2017 16:11:00 -0500",Vulto Creamery,Ouleout and Miranda soft raw milk cheese,Listeria monocytogenes,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm545716.htm,
"Wed, 08 Mar 2017 00:00:00 -0500",GFS,Monterey Jack Cheese with Jalapeno Peppers,Listeria monocytogenes,Biery Cheese Co.,https://www.fda.gov/Safety/Recalls/ucm545684.htm,
"Tue, 07 Mar 2017 14:38:00 -0500",A&amp;H Focal Inc.,Dietary Supplements,"Found to contain PDE-5 Inhibitors (i.e. sildenafil, tadalafil, vardenafil, etc.)",A&amp;H Focal Inc.,https://www.fda.gov/Safety/Recalls/ucm545394.htm,
"Tue, 07 Mar 2017 14:11:00 -0500",I.M. Healthy,Original creamy SoyNut Butter,Escherichia coli (E. coli) O157:H7,SoyNut Butter Co.,https://www.fda.gov/Safety/Recalls/ucm545368.htm,
"Tue, 07 Mar 2017 10:39:00 -0500",Vulto Creamery,Cheeses,Listeria monocytogenes,Vulto Creamery,https://www.fda.gov/Safety/Recalls/ucm545289.htm,
"Mon, 06 Mar 2017 10:22:00 -0500",WEGMANS,Milk Chocolate Big Ear Bunny Sucker,Undeclared peanuts,Landies Candies Co Inc.,https://www.fda.gov/Safety/Recalls/ucm545279.htm,
"Sat, 04 Mar 2017 00:00:00 -0500",I.M. Healthy,Original creamy SoyNut Butter,Escherichia coli (E. coli) O157:H7,SoyNut Butter Co.,https://www.fda.gov/Safety/Recalls/ucm544976.htm,
"Fri, 03 Mar 2017 15:51:00 -0500",Meijer,Muenster  Cheese,Listeria monocytogenes,Meijer,https://www.fda.gov/Safety/Recalls/ucm544915.htm,
"Fri, 03 Mar 2017 00:00:00 -0500","Evanger&#39;s, Against the Grain","Hunk of Beef, Braised Beef, and Pulled Beef canned dog food",Pentobarbital,Evanger&#39;s Dog and Cat Food,https://www.fda.gov/Safety/Recalls/ucm544972.htm,
"Thu, 02 Mar 2017 12:55:00 -0500",Meijer,Greek Salad,Undeclared Wheat,Meijer,https://www.fda.gov/Safety/Recalls/ucm544511.htm,
"Wed, 01 Mar 2017 16:46:00 -0500",Fusia,Szechuan Stir Fry,Listeria monocytogenes,"Versa Marketing, Inc.",https://www.fda.gov/Safety/Recalls/ucm544329.htm,
"Tue, 28 Feb 2017 17:20:00 -0500",Yoke&#39;s Fresh Market,Cheese,Listeria monocytogenes,Yoke&#39;s Fresh Market,https://www.fda.gov/Safety/Recalls/ucm544055.htm,
"Tue, 28 Feb 2017 11:33:00 -0500","Lipari Old Tyme, Copperwood",Cheeses,Listeria monocytogenes,Lipari Foods,https://www.fda.gov/Safety/Recalls/ucm543853.htm,
"Tue, 28 Feb 2017 11:10:00 -0500","Lonestar Bakeries, Whole Foods Market",Cake,Undeclared tree nut (pecans),Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm543834.htm,
"Sat, 25 Feb 2017 00:00:00 -0500",Trader Joe&#39;s,Apple Sauce,potential presence of glass pieces,"Manzana Products Co., Inc.",https://www.fda.gov/Safety/Recalls/ucm543337.htm,
"Fri, 24 Feb 2017 10:48:00 -0500",Edex,Alprostadil for injection,Potential Lack of Sterility Assurance,Endo Pharmaceuticals Inc.,https://www.fda.gov/Safety/Recalls/ucm543470.htm,
"Fri, 24 Feb 2017 00:00:00 -0500",Our Chef&#39;s Own,Spinach Orzo Salad,Undeclared tree nut,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm543471.htm,
"Fri, 24 Feb 2017 00:00:00 -0500",Basha&#39;s and Food City,Cheeses,Listeria monocytogenes,Lakeview Cheese and Bashas’ Family of Stores,https://www.fda.gov/Safety/Recalls/ucm543279.htm,
"Thu, 23 Feb 2017 00:00:00 -0500",Advanced Pharma,"All unexpired sterile injectable products labeled “latex free” that were produced at Advanced Pharma, Inc.’s Houston location",Products may contain synthetic latex and/or natural latex,Avella Specialty Pharmacy,https://www.fda.gov/Safety/Recalls/ucm543208.htm,
"Wed, 22 Feb 2017 19:53:00 -0500",Kusher,Cookies,Undeclared milk and egg,Kusher,https://www.fda.gov/Safety/Recalls/ucm542816.htm,
"Mon, 20 Feb 2017 00:00:00 -0500",Bee International,Plastic Heart Tubes with Chocolate Lentils,Undeclared milk,"Bee International, Inc.",https://www.fda.gov/Safety/Recalls/ucm542522.htm,
"Fri, 17 Feb 2017 18:09:00 -0500",Synergy Rx Pharmacy,Non-sterile drug products,Lack of Quality Assurance,Synergy Rx Pharmacy,https://www.fda.gov/Safety/Recalls/ucm542405.htm,
"Fri, 17 Feb 2017 13:36:00 -0500",Guggisberg,Cheese and cheese-containing gift boxes,Listeria monocytogenes,Dutch Valley Foods,https://www.fda.gov/Safety/Recalls/ucm542338.htm,
"Fri, 17 Feb 2017 12:51:00 -0500","Amish Classics, Deli Readi, Deli Made, Meijer, more",Cheese,Listeria monocytogenes,"MDS Foods Inc.,",https://www.fda.gov/Safety/Recalls/ucm542407.htm,
"Fri, 17 Feb 2017 09:58:00 -0500",Chapis,Bread Crumbs,"Undeclared Wheat, Milk, Eggs, Tree Nuts, and,
Soybean.",Chapis Spice &amp; Tea,https://www.fda.gov/Safety/Recalls/ucm542406.htm,
"Thu, 16 Feb 2017 20:30:00 -0500",Ditos,Fruit trays,Undeclared soy and milk,Ditos,https://www.fda.gov/Safety/Recalls/ucm542243.htm,
"Thu, 16 Feb 2017 17:13:00 -0500","Great Midwest, Dutchmark",Cheese,Listeria monocytogenes,Saputo Inc.,https://www.fda.gov/Safety/Recalls/ucm542225.htm,
"Thu, 16 Feb 2017 12:00:00 -0500",XtraHRD,XtraHRD Natural Male Enhancement capsules,Unapproved new drug – contains tadalafil,"Organic Herbal Supply, Inc.",https://www.fda.gov/Safety/Recalls/ucm542499.htm,
"Thu, 16 Feb 2017 00:00:00 -0500","Delallo, Dietz &amp; Watson, Private Selections",Cheese,Listeria monocytogenes,Biery Cheese Co.,https://www.fda.gov/Safety/Recalls/ucm542271.htm,
"Wed, 15 Feb 2017 00:00:00 -0500",Veggie Noodle Co,Butternut Spirals,Listeria monocytogenes,Veggie Noodle Co,https://www.fda.gov/Safety/Recalls/ucm541997.htm,
"Tue, 14 Feb 2017 08:30:00 -0500",Guggisberg,Cheese,Listeria monocytogenes,Guggisberg Cheese Inc.,https://www.fda.gov/Safety/Recalls/ucm541732.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",Private Selection,Pie,Undeclared almonds and eggs,Legendary Baking,https://www.fda.gov/Safety/Recalls/ucm541875.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",Against the Grain,Dog Food,Potential presence of pentobarbital,Against The Grain Pet Foods,https://www.fda.gov/Safety/Recalls/ucm541692.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",Synergy Rx Pharmacy,"Human Chorionic Gonadotropin (HCG)
for injection",Lack of Sterility Assurance,Synergy Rx Pharmacy,https://www.fda.gov/Safety/Recalls/ucm541691.htm,
"Tue, 14 Feb 2017 00:00:00 -0500",The Supreme One / Theravits,Vitamins,Undeclared fish allergen,Licata Enterprises,https://www.fda.gov/Safety/Recalls/ucm542367.htm,
"Mon, 13 Feb 2017 00:00:00 -0500","Country Fresh, Southwest, Marketside, HEB Ready Fresh Go","Stuffed mushrooms, fruit and cheese",Listeria monocytogenes,Country Fresh,https://www.fda.gov/Safety/Recalls/ucm541436.htm,
"Mon, 13 Feb 2017 00:00:00 -0500",Cousins,Tomato Salad Dressing,Undeclared milk,Cousins Products LLC,https://www.fda.gov/Safety/Recalls/ucm541432.htm,
"Mon, 13 Feb 2017 00:00:00 -0500",Choice Farms,Stuffed mushrooms,Listeria monocytogenes,Choice Farms LLC,https://www.fda.gov/Safety/Recalls/ucm541442.htm,
"Sat, 11 Feb 2017 00:00:00 -0500","Amish Classics, Deli Readi, Deli Made, Meijer, more",Cheese,Listeria monocytogenes,"MDS Foods Inc.,",https://www.fda.gov/Safety/Recalls/ucm541377.htm,
"Fri, 10 Feb 2017 10:20:00 -0500",Sargento,Cheese,Listeria monocytogenes,"Sargento Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm541527.htm,
"Fri, 10 Feb 2017 00:00:00 -0500",Meijer,Colby Cheese and Colby Jack Cheese,Listeria monocytogenes,Meijer,https://www.fda.gov/Safety/Recalls/ucm541224.htm,
"Thu, 09 Feb 2017 00:00:00 -0500",Ruth&#39;s,Pimento Spread,Listeria monocytogenes,Ruth&#39;s Salads,https://www.fda.gov/Safety/Recalls/ucm540897.htm,
"Thu, 09 Feb 2017 00:00:00 -0500",Grreat,Grreat Choice Adult Dog Food with Chicken &amp; Rice,Metal Pieces,PetSmart,https://www.fda.gov/Safety/Recalls/ucm541182.htm,
"Wed, 08 Feb 2017 18:32:00 -0500",X-Gen,"Ibuprofen Lysine Injection, 20 mg/2 mL",Presence of particulate matter,"Exela Pharma Sciences, LLC",https://www.fda.gov/Safety/Recalls/ucm540769.htm,
"Wed, 08 Feb 2017 10:47:00 -0500",Private Selection,Salted Caramel Chocolate Almond Pie,Undeclared Almonds and Egg,Legendary Baking,https://www.fda.gov/Safety/Recalls/ucm540863.htm,
"Wed, 08 Feb 2017 00:00:00 -0500",PC Organics,(various flavors) Baby food pouches,The products may permit the growth of Clostridium botulinum,Loblaw Companies Limited,https://www.fda.gov/Safety/Recalls/ucm541893.htm,
"Tue, 07 Feb 2017 10:02:00 -0500",Well Balance,Dietary Supplement,"Product contains banned substance, Ephedra Herba",Kingsway Trading Inc.,https://www.fda.gov/Safety/Recalls/ucm540540.htm,
"Tue, 07 Feb 2017 00:00:00 -0500",Fred Meyer,100% Whole Wheat Bread,Undeclared Milk,Fred Meyer Stores,https://www.fda.gov/Safety/Recalls/ucm540561.htm,
"Tue, 07 Feb 2017 00:00:00 -0500",Peony Mark,Dried Lily Flower,Undeclared Sulfites,Starway Incorporated,https://www.fda.gov/Safety/Recalls/ucm540456.htm,
"Fri, 03 Feb 2017 16:22:00 -0500",Evanger’s,12oz Hunk of Beef Dog food,Pentobarbital,Evanger’s Dog &amp; Cat Food Co.,https://www.fda.gov/Safety/Recalls/ucm539900.htm,
"Thu, 02 Feb 2017 15:33:00 -0500",Falafel King,Tzatziki (cucumber) sauce,Undeclared Milk,Falafel King,https://www.fda.gov/Safety/Recalls/ucm539684.htm,
"Thu, 02 Feb 2017 00:00:00 -0500",Ruth&#39;s,Pimento Spread,Listeria monocytogenes,Ruth&#39;s Salads,https://www.fda.gov/Safety/Recalls/ucm539701.htm,
"Wed, 01 Feb 2017 14:50:00 -0500",Fromi USA,"Soureliette Cheese, Tomme Brebis Fedou Cheese",Listeria monocytogenes,Fromi USA,https://www.fda.gov/Safety/Recalls/ucm539450.htm,
"Wed, 01 Feb 2017 00:00:00 -0500",Sunmba,Frozen Ajiaco (vegetables mix),Listeria monocytogenes,Barberi International Inc.,https://www.fda.gov/Safety/Recalls/ucm539412.htm,
"Tue, 31 Jan 2017 00:00:00 -0500","Cope, Copenhagen, Husky, Skoal",Smokeless Tobacco Products,Foreign metal objects,U.S. Smokeless Tobacco Company (USSTC),https://www.fda.gov/Safety/Recalls/ucm539395.htm,
"Sat, 28 Jan 2017 15:09:00 -0500",ageLOC TR90,Protein boost,Undeclared milk,"NSE Products, Inc.",https://www.fda.gov/Safety/Recalls/ucm538725.htm,
"Thu, 26 Jan 2017 00:00:00 -0500",Marich Confectionery,Chocolate Caramel Hearts,Undeclared almonds,Marich Confectionery,https://www.fda.gov/Safety/Recalls/ucm538708.htm,
"Wed, 25 Jan 2017 15:41:00 -0500",Bakery Fresh Goodness,Carrot Cupcakes,Undeclared soy and milk,Fred Meyer Stores,https://www.fda.gov/Safety/Recalls/ucm538396.htm,
"Tue, 24 Jan 2017 21:24:00 -0500","Hospira, Inc.",Vancomycin Hydrochloride for injection,Particulate matter,"Hospira, Inc.",https://www.fda.gov/Safety/Recalls/ucm538214.htm,
"Mon, 23 Jan 2017 15:15:00 -0500",Carriage House Creations,Sauces,Undeclared soy and peanuts,Carriage House Creations,https://www.fda.gov/Safety/Recalls/ucm538387.htm,
"Sun, 22 Jan 2017 11:39:00 -0500",Trader Joe’s,Bread,Undeclared milk,Athens Baking Company,https://www.fda.gov/Safety/Recalls/ucm537907.htm,
"Sat, 21 Jan 2017 00:00:00 -0500",Specialty Commodities,Almonds,Undeclared cashew,"Specialty Commodities, Inc.",https://www.fda.gov/Safety/Recalls/ucm537949.htm,
"Fri, 20 Jan 2017 17:47:00 -0500","King&#39;s Pastry, Bakewell desserts","Various cakes: tuxedo bar, chocolate bar, cappuccino",Undeclared tree nuts (hazelnut),King&#39;s Pastry,https://www.fda.gov/Safety/Recalls/ucm537818.htm,
"Fri, 20 Jan 2017 16:02:00 -0500",Chip’n Dipped,Dark Chocolate Bars,Undeclared Milk,Chip’n Dipped,https://www.fda.gov/Safety/Recalls/ucm537800.htm,
"Wed, 18 Jan 2017 15:11:00 -0500",Stauffer’s,Animal crackers,Undeclared Milk,D. F. Stauffer Biscuit Co.,https://www.fda.gov/Safety/Recalls/ucm537485.htm,
"Fri, 13 Jan 2017 18:06:00 -0500",LIFEPAK,LIFEPAK 1000 defibrillator,Device has shut down unexpectedly during patient treatment,Physio-Control,https://www.fda.gov/Safety/Recalls/ucm537114.htm,
